dim 1,dim 2
-4.6704264,-73.11588
-6.996348,-22.9244
-20.033504,5.2592893
-42.551342,-66.22786
18.543575,-83.75215
-24.327524,57.428642
-20.367313,-92.081314
-22.957344,15.598694
2.018186,-56.438072
61.229176,-69.36596
-56.69828,40.36304
73.274635,-38.92473
58.663433,16.929817
69.16838,17.295385
68.8462,7.9513855
-58.592617,-36.228992
19.055576,73.797295
-4.3879547,-79.31207
59.459057,60.655956
-4.0812,-72.96643
-34.66296,-50.89997
32.5797,7.133672
21.541418,-78.94938
64.80499,58.290154
-18.407183,-32.622883
-24.595783,48.514313
-36.635654,5.7897205
-16.093487,-54.088615
-5.544364,-7.1682963
3.0049586,-36.473377
53.796104,58.261307
-31.942179,92.436165
-17.780487,88.18973
15.083185,-15.085203
29.199911,-22.8428
8.543686,-82.54441
44.577805,-9.833367
-80.841965,40.77128
-21.435144,-24.755806
-58.812504,-48.612545
42.391647,11.853873
71.14147,-39.252403
4.258292,-92.40033
5.7741876,-68.18696
32.289383,90.44458
50.06093,9.3388605
56.486828,4.567343
15.396421,-53.18193
-15.957825,-52.200325
6.6903553,27.093624
59.632248,47.57124
3.0382218,-55.040627
-6.445361,-71.9237
62.43824,67.0366
-22.794867,-59.27883
-0.5203251,40.579384
37.125996,-59.288692
30.686771,-25.988865
-82.663315,44.05909
57.45507,44.09588
66.40108,-11.928766
52.09989,62.620876
-87.78138,-3.6803684
0.78970265,77.14382
-16.659739,32.319534
-12.691309,-102.961296
69.54659,-26.629498
75.74944,-37.416664
-59.560677,33.01758
30.162539,-58.31727
47.08199,-37.39873
14.3984375,2.5167809
-57.11324,-37.569
55.146015,44.20721
-63.28531,32.800835
54.60124,39.293457
-6.080247,-72.54766
16.26046,-54.127052
14.315447,-18.186825
60.472397,17.052206
-72.772415,-12.317177
-8.816775,-2.9330585
-34.02092,-67.78841
-13.097993,84.127625
25.280233,-76.0898
-48.609165,-56.503017
-10.874212,29.93225
-53.522552,-62.821293
-64.10703,28.54186
-41.612335,-35.74215
-26.915699,-61.622078
77.53146,-30.98449
26.197899,41.47321
7.3734765,-37.100403
-53.155243,-44.79977
27.646528,50.77476
-76.44457,27.99238
66.126015,18.864336
2.754876,70.00634
24.571533,65.07436
19.266422,48.35202
-9.585065,-101.033485
37.336723,19.887682
21.982878,-57.049526
49.374466,-32.534225
-50.82077,60.152924
29.20202,-66.70209
-12.202141,10.501261
93.42186,-5.0956187
-16.455528,11.608323
-1.1351069,-43.997936
29.856995,-31.258425
-26.979013,65.02832
90.22291,-14.398311
19.709402,46.63518
-38.02962,82.71029
-29.288843,60.97656
19.775455,-64.95229
57.895184,60.05714
-10.709991,-102.0089
23.531668,72.74989
3.8808396,23.099833
0.5061164,-25.915077
49.72542,-33.50316
-60.758472,-8.516864
48.835148,-31.7175
22.124565,-87.98144
38.677982,-43.942947
-53.12275,-0.74476165
29.481043,8.6670265
-40.50807,-39.643345
-22.605406,-54.783413
-1.9457997,-69.45237
10.038438,-35.927776
-7.3970356,12.177698
35.846443,-52.724148
-2.4277892,-27.332872
-37.574417,67.278
-37.27428,66.10495
40.966904,-29.179628
-48.378098,33.201294
2.090839,-36.335514
-10.172919,-17.952173
-21.441488,9.688166
33.75669,32.775387
-6.702102,-80.064
-37.183563,7.3229127
25.12718,-76.367645
-14.761657,-37.168144
11.130673,33.821594
-56.61137,38.454628
-15.677694,7.904047
-16.755642,-91.8668
-47.2698,31.518703
-39.795853,-55.6831
54.257164,40.774075
4.0001645,-59.227432
24.155338,-53.860306
56.157784,44.604057
22.687935,78.786865
33.95716,-36.252785
-90.339455,-4.3638353
-91.83083,-7.267852
-78.910904,40.83725
-49.941597,50.75868
25.841785,-42.287544
-69.43016,42.204746
-23.909536,-19.888844
-62.86051,44.766468
-6.6381083,16.435932
-72.62286,1.163438
-9.889081,-58.511932
-10.222238,-89.88495
-59.34248,29.898155
66.57222,63.53858
-0.43144113,-23.386696
21.609182,74.09995
38.691036,-41.90948
62.900932,-57.59624
13.423885,3.8535767
31.983295,90.495834
-2.2362015,83.954254
63.25515,11.66722
-56.198723,27.319975
-25.211428,69.146324
-46.98024,50.539505
62.878506,1.4008718
53.554554,39.817055
-10.776902,30.231216
44.417015,18.846933
20.689465,-9.654088
57.080032,-59.527164
-0.6036272,77.71217
35.199554,-53.475353
-18.288046,-11.622227
-56.75819,-8.8010645
-51.99096,-5.6676383
-33.97787,88.14378
5.4238443,30.214111
20.362152,-78.01669
5.32114,-84.60563
12.11982,15.898358
-76.721825,44.04939
-63.50335,51.94891
-77.28185,23.838587
18.524836,16.738382
-35.687317,-49.05866
17.670593,-34.994778
54.532074,39.29855
39.854206,-62.518517
31.991806,93.17093
93.53297,2.9064062
-34.656174,-52.694656
-52.775295,-41.121674
41.302345,43.75332
-48.118164,-52.36062
39.58473,-30.477964
30.040134,-87.6029
74.09638,10.312335
-57.359783,-47.23895
31.907513,4.515157
59.55613,65.51221
30.651472,49.883205
-44.87428,-13.542478
-21.0909,4.727973
30.432463,85.40795
72.161766,10.72903
-10.151871,-17.936073
95.45284,1.9388621
-35.668247,34.182457
47.478874,0.37763682
17.947325,-75.17284
-89.28326,-2.9572017
-87.67112,-8.359543
29.17852,8.763211
-17.587185,25.319162
49.88294,58.401546
59.13919,67.68364
-8.276388,-61.005466
-11.203963,72.9893
89.96377,-13.914723
-15.960189,-65.58307
2.2451572,-36.35867
-22.414024,13.367838
-35.261055,-53.343105
7.2921705,24.944326
-79.094215,-10.758862
-61.699562,-52.056793
-6.203205,60.022564
77.631256,-29.668982
-44.97275,-64.995674
31.506403,-60.108597
-40.43158,-58.551792
-74.36093,41.502586
-38.666782,-42.814835
-29.522753,46.14651
4.914259,41.71507
31.784021,33.548233
74.46268,17.162561
-70.22607,47.566025
-82.642105,47.56302
11.73018,25.906452
-65.7223,21.481323
2.8775175,65.0378
-18.848253,32.541557
14.229451,1.966744
-37.222786,47.65001
17.978376,16.131609
-75.53422,28.113514
29.322851,-36.898037
-78.88919,40.96428
73.58853,15.721785
34.65081,-1.8657256
36.770233,-64.51833
-72.08941,-0.37358797
-36.19893,-57.524002
54.445656,17.703007
-71.72006,-5.7468567
-28.978346,-14.462769
-72.06899,26.414124
-6.46861,66.43663
3.144961,6.6087117
-38.695366,85.132576
-11.172241,86.168015
7.4892354,-79.46254
1.2413658,-58.902195
-19.239817,-89.8822
61.228683,-69.35931
103.79268,-11.246471
-77.54168,-0.27386412
-4.23096,-52.620914
66.28325,-12.329241
39.785366,-58.9157
-1.4434611,-25.374653
25.30007,-74.18817
36.960567,-65.60038
-53.763596,-48.210827
19.268354,45.91759
-2.708914,-37.561707
48.666172,67.42408
99.504005,-1.2836081
21.588753,52.7483
19.37979,-15.514691
22.166952,-38.36382
3.1051376,-50.33651
49.781475,16.178797
-31.28947,69.743576
11.74555,24.918285
-54.575813,-46.913097
71.56273,7.03425
-0.9458861,-28.119686
55.490326,2.729342
45.905403,-0.79817516
18.275015,-79.04005
-54.00318,-59.18084
-77.98529,32.532658
-87.85824,-3.8195076
-3.1043675,-100.870865
1.402972,14.682011
44.751713,-31.831034
-72.03761,-0.090193674
33.016502,-57.87782
-72.24377,30.465538
-7.5159426,-42.259037
28.662607,-31.782719
-2.8190653,-41.17229
-4.8894935,-81.72936
-58.99095,39.436893
-46.96779,50.81672
-27.23293,-16.039978
32.721,46.86992
-7.1372223,-99.85865
59.47187,11.653192
54.257744,15.524522
34.400208,-44.946896
-65.083885,5.51699
-31.861477,90.22459
-77.58042,-16.26546
-1.1819581,70.05743
42.06881,5.1192904
-17.63011,-93.30259
69.453354,-26.699455
-51.7706,-52.799137
-75.89198,25.535542
35.682213,-38.40561
69.439766,-39.31718
-10.309278,-100.46002
20.199646,-83.35435
-12.766372,-94.888855
44.04439,-6.4134574
-33.351215,68.326256
-16.82571,-10.469677
8.099233,-1.454807
-87.30768,-2.5024395
7.006424,-2.7209325
-32.779575,16.604774
2.0494807,-92.4636
-66.2734,5.8860188
-61.767544,-50.844086
-68.121826,-14.224884
30.927233,11.048517
-9.5848055,-3.5282733
-45.174873,-4.4118366
49.63668,2.4757202
66.35643,-8.8825865
45.19467,-8.909115
33.908634,34.214798
-69.882355,30.978634
59.02952,-67.53623
-14.884283,80.02755
-63.884003,4.857284
-29.166128,-43.415127
61.187626,60.27011
-79.74008,45.210945
55.774395,45.618145
-36.886898,7.10247
-33.66162,68.247284
13.148966,17.032814
47.303898,-34.905426
38.24172,-57.430588
-4.5623255,75.46975
-38.675278,85.21183
63.03506,-54.877033
33.99254,-25.423286
15.607791,9.828378
-21.200602,85.88554
-26.98946,-22.606218
-15.68482,-16.264856
-13.187539,-20.516726
-23.42162,-55.34844
46.20595,2.7267632
21.598307,-79.19882
-33.28107,17.558722
12.581138,-1.9809344
-56.730858,16.28028
-30.146122,61.718758
-3.7579494,68.92776
-37.350124,-61.939915
-37.284782,2.5590138
32.193485,50.262566
25.840132,-76.41188
36.836555,42.290283
13.5103445,-0.11675589
-61.70476,-45.520233
73.04834,49.246243
-16.01724,12.607853
-27.909023,-49.358536
26.679598,-88.1479
-9.692938,34.57031
-57.018845,-5.9117947
-58.495113,7.299905
-15.117306,80.15432
30.378149,-64.998764
28.017315,-89.86145
-58.825848,26.22279
-46.405563,-56.84022
-24.597347,-26.87602
25.40635,-74.12392
-38.858654,73.63767
19.96227,-83.35868
9.841522,-85.118706
-37.294605,59.95406
8.62382,-49.357384
-50.439278,-61.15749
37.38535,40.718037
50.83414,-6.210114
68.160255,6.5314193
44.30195,5.6279163
-49.09085,-12.661929
-16.783333,-37.611134
14.02523,18.31837
-63.09457,26.281513
-35.470695,56.14438
-32.097008,63.289997
-15.824655,-65.40958
52.50329,62.43446
30.931639,9.252779
-13.667015,-50.319862
-62.07401,-45.900833
4.6018143,-67.96097
-54.742474,-12.614071
-10.743574,25.00455
-75.64645,25.59033
67.420074,18.357916
-38.85318,3.171741
-5.6204276,14.38454
44.875282,13.796286
17.458385,-14.039508
-52.767563,-7.553915
18.445923,73.69512
-17.022894,89.25889
74.83716,12.463957
36.79636,-59.949917
46.079563,-28.507906
60.61511,16.968641
22.321115,-85.64745
29.798796,8.602053
11.297242,-80.62676
-49.735218,-49.39158
32.469994,-22.361015
13.696346,-46.545288
16.97829,-51.294716
18.875496,73.8114
14.9927635,3.777688
40.746426,-66.161896
-2.9357252,-14.194535
-51.81603,1.4217504
-24.562193,20.245699
31.893604,57.0768
36.615368,0.46033734
-45.975994,-34.86016
22.66122,-12.809669
45.388695,-27.917892
