dim 1,dim 2
-58.991028,-45.651268
-21.296486,-63.741516
-70.72669,20.344734
-27.510614,-28.264656
-65.87844,-9.648825
-42.585068,-13.563058
-21.332783,82.26805
-19.031347,-15.675944
-12.243054,-99.79358
-39.637653,-32.448357
11.7116785,8.730256
-47.136948,-61.84484
-19.291676,-24.782207
-65.774796,-15.5755205
-20.616255,28.937212
-20.40098,5.3176064
17.260347,-65.38981
-80.47567,8.583175
30.344147,93.326126
4.983456,-42.396446
58.700264,17.939629
59.248737,71.71053
45.259186,-27.75039
-62.60538,-1.1820966
36.318314,-35.32009
28.392931,57.376595
-48.681393,-53.013954
1.3518763,-87.56607
-8.605572,-2.7574632
-5.646656,30.786236
27.740112,62.26478
59.76733,53.595127
-32.437866,80.56522
21.192013,-79.597435
-29.314718,60.920788
-6.475067,-59.32717
50.70537,-7.1052504
50.415237,-35.599796
69.101395,44.24605
-46.74935,-34.566193
-9.240888,-73.06125
-84.67889,-3.017747
-51.02109,60.04151
-23.113844,15.450137
5.5116563,26.748812
63.083385,3.5683336
48.75302,-6.7889853
-3.1613748,57.828262
23.996552,-54.07114
-18.565882,88.797646
-8.391925,-100.085526
-5.77179,-48.835957
-33.615246,80.743004
-57.949005,2.705831
24.261934,-47.99844
52.682526,16.878603
-1.7309732,69.55936
-58.103992,6.4487147
89.34464,0.6866107
22.661083,-88.259056
-89.03173,-12.48007
-7.611105,-18.16758
-17.768303,-93.25657
-55.55474,13.883035
59.10323,-6.908784
50.327984,-36.00528
100.36033,-12.477293
13.515762,3.8627114
-78.56368,-5.48901
36.961884,45.098206
41.272835,-63.79632
-73.07179,29.161789
-32.590446,-45.27294
-39.19845,67.29367
1.935089,15.975732
69.65383,53.617035
75.57053,14.428368
-71.84815,26.565344
4.532417,-68.351974
-50.686054,-13.672432
6.1153493,-41.50459
-34.38915,-59.610897
-11.9176235,-58.297966
39.32889,19.95553
74.24013,9.881822
-73.17474,1.2132615
-86.979515,-13.328273
-46.185917,-42.06679
29.59398,42.6148
-59.52851,-7.908732
82.28938,-2.9016857
-12.156729,-1.3043488
5.732584,2.4217162
59.317078,12.213155
26.329035,92.34144
45.98325,-38.050182
-16.93648,-61.61101
-28.081373,49.477806
-8.196365,3.1725729
5.6008034,29.494598
67.87968,2.121765
-18.0459,14.910336
94.64183,-4.5073867
58.358665,10.947367
4.762004,5.383277
26.684723,-86.7194
30.88059,-65.314476
81.57091,-3.762481
-10.123343,70.6766
44.673916,44.847775
60.842125,-12.556348
-20.434679,-29.14383
28.444216,57.22809
32.647507,2.6827872
33.338566,-2.6794136
-71.64602,-10.192384
-49.10317,60.05833
42.79687,-8.834268
56.142925,4.2799573
23.790918,-75.83888
-33.1688,-47.23548
82.64861,-4.8524427
11.763108,25.316011
-54.36971,-34.548122
74.36376,10.844834
-7.3166084,3.4004745
-50.97808,36.909
48.79259,66.509766
40.191578,-67.39053
49.422836,-6.394574
-72.41099,1.5534064
32.216717,-41.624733
-26.467419,18.565056
-48.83722,55.036087
19.062506,71.201454
30.775644,-37.11152
31.572762,87.72594
69.32894,-30.162008
-36.881023,79.50544
-80.42974,8.879837
36.50923,-35.307003
-15.567202,-15.445857
-18.503527,5.549569
-4.332289,-98.423134
-78.06435,23.90849
-19.693703,59.537354
2.6835933,14.684967
93.80382,3.4150314
27.415323,-29.931114
-39.07626,-44.606388
0.6863299,59.0823
-22.533848,13.209431
-17.001406,52.12148
-3.89449,-68.8902
-48.37195,32.21412
-64.76324,41.67329
13.247965,-14.664718
-5.0759916,20.45351
89.94018,1.8076298
52.189907,3.1093664
-1.4968107,80.26836
60.58671,-60.03472
-18.097485,89.88191
-46.341084,60.114056
-1.573077,2.2078288
-36.53548,5.737127
-8.0189905,-24.83961
27.23334,31.668674
-82.452995,8.914213
-45.931683,-36.31597
25.959215,57.271725
-12.182232,10.33795
-58.146996,-48.20347
-2.9778955,-5.9560184
40.768906,-31.50001
-36.64621,80.811874
18.38704,-46.03952
66.55767,47.934288
-66.91507,33.765224
-48.16893,-8.740428
-45.01896,-65.01077
-18.261389,17.162699
-30.25247,77.86306
-3.8864088,68.85921
-2.9291205,21.79351
-59.876476,-54.974777
23.882072,-50.672253
-58.47485,39.597256
28.200764,-88.51485
-19.931799,63.426407
92.51349,-7.3409305
-55.183743,-45.942276
-26.631266,90.96197
-31.286955,19.346506
21.82281,-85.59094
100.037384,0.23694122
42.966633,-7.3699446
26.822664,46.660614
-38.525414,-50.086617
-73.01954,-12.271559
-28.89569,66.90198
15.470166,-52.60915
-76.815796,27.988617
28.497896,89.88113
16.294052,-54.10297
-58.04512,39.811516
-27.937632,-27.266548
11.144455,-35.289627
-79.02028,-10.288421
49.630466,-32.86329
-75.98593,32.191616
76.30278,-31.168278
3.1588752,67.774445
25.9246,-42.48371
-46.435677,-57.858498
-2.9561698,26.824553
48.906353,-31.77045
-37.027435,80.932014
30.31239,58.62132
-19.70826,63.743378
74.96147,-39.081417
93.431076,-14.8419895
41.09552,17.672287
-49.23125,50.84513
-36.5599,-42.29117
49.784836,-33.360474
2.9986935,-50.238766
-61.784092,-52.18899
-80.682434,31.482096
-13.059643,-93.219
61.17252,13.622869
-62.114132,-0.20574051
67.36551,51.349
-25.012407,10.636402
-61.321278,40.791832
49.830215,-33.28735
69.81453,20.548412
64.21478,2.909432
-12.250962,-89.75872
-0.097904555,-96.15886
35.149517,-26.071108
-33.207245,22.60772
-13.281216,58.47234
-30.127377,-49.04837
-55.114067,-10.872754
-1.0105923,-44.050194
-48.38688,47.330093
-14.320751,63.50221
-40.624985,11.904419
-13.03548,-56.17458
19.24441,73.82614
-48.57174,-8.664725
-24.428553,-15.195506
59.896374,72.067116
-38.67322,34.646095
55.81962,9.655822
-6.160107,-29.186647
-85.86967,-7.7210374
101.334015,-13.364209
-73.37681,40.076035
29.184809,8.839005
-18.036358,58.971718
-15.463763,11.119934
-26.132599,-62.352093
91.35779,1.3998079
-3.912797,63.733643
-35.066063,79.413704
-5.6936774,30.84661
60.8673,-59.920177
-73.609985,40.870834
-0.23955458,62.087868
-89.10402,-2.7362208
22.62324,-86.40523
27.673916,45.994064
-56.376526,-13.59681
17.271753,-50.362648
7.434552,-1.5382646
70.773735,21.17377
71.85218,19.45278
-18.06378,14.97279
-3.630423,24.475399
-0.12988503,76.341225
-27.226055,-14.98807
-79.02129,-9.495221
-38.15046,2.9110546
24.98137,-49.959896
-3.6743808,69.31046
55.122707,70.4318
-9.413069,25.773584
-2.8927734,-88.82612
58.4511,42.991295
-39.650227,-32.448402
-18.561716,55.257076
-78.19342,-16.275831
31.10037,32.263786
-7.966912,-24.880869
72.93891,-32.100483
-24.520308,-15.191326
42.844994,-28.48055
-73.12283,-10.530919
-7.261656,-24.768599
-43.652596,-12.495496
-14.098607,-49.575687
94.651146,-13.608539
67.61694,6.7549486
-15.638217,-38.144337
46.063965,14.972562
25.413523,-44.61458
29.886732,-31.426174
23.465475,-84.18098
56.783092,45.56494
-3.0852249,-66.54052
66.85353,-7.271709
-74.045975,-12.550833
46.29963,43.36276
75.921585,-37.336426
53.99318,69.30406
31.900824,-64.15271
1.7646298,-76.18513
-90.2484,-4.379431
-24.266891,71.03536
11.097299,29.640272
-64.87498,33.3909
34.417957,1.4824626
-6.7588463,-55.078255
-6.6892433,11.27332
66.914116,-9.483116
18.935919,-14.160826
18.696375,15.759259
-0.14868625,-56.971622
11.780235,8.997545
-18.600649,27.667177
-1.875415,-73.48218
67.54962,6.761758
73.65655,9.85506
-8.4089775,-100.08913
87.06782,-11.479899
-40.16756,73.70955
-57.40877,42.111134
-10.737974,-64.516235
-32.548145,66.75904
-33.320866,23.05042
-42.917503,-13.566055
5.3010855,-44.188812
26.93433,49.225903
19.913885,-78.41226
-10.901733,-58.374462
61.909653,68.06431
4.9661875,31.56286
-20.586,15.741237
-20.333029,-92.08477
27.57195,-47.281693
-43.418854,-58.736538
-36.446465,-58.25483
-45.667152,58.31285
74.500984,-39.273148
-9.2848425,-20.388021
23.198,-86.6013
6.626368,-54.700325
-7.8285794,-18.962786
-35.774784,84.51473
-62.625885,0.1529356
64.67931,63.650043
-76.04621,46.473114
3.6096349,-34.42156
-48.401485,0.6801076
-71.750175,47.36936
70.07463,-33.629986
-12.868295,-92.79966
72.220764,53.83626
-2.6174862,-27.683842
54.40432,40.483894
69.39606,-6.0653467
-11.642668,-0.7957456
16.849062,-73.99507
-49.69376,-36.279934
12.141698,15.925548
42.126816,5.243922
-81.92438,5.4275227
14.586465,2.9812105
40.01865,43.73023
-16.905018,87.130905
29.28533,42.66887
20.93195,79.68347
62.3751,55.688072
-32.78663,43.07604
-52.83184,-14.34771
27.554567,-46.139538
16.876537,-54.787727
0.69577456,-80.77539
-83.707954,-8.450518
43.083347,43.622185
-25.410244,-53.469894
-5.4298825,20.537958
60.16858,54.163834
-64.55719,46.758804
-37.50489,-44.44973
-24.084923,51.061752
-23.161495,-25.978392
0.9738508,14.152469
66.259544,-11.844952
-62.395287,30.183165
-86.45574,-3.7923465
-58.29842,6.416134
-23.967297,70.388725
61.091816,46.29539
41.890423,-30.541336
-6.8691735,-81.42765
3.3431282,15.474655
36.963184,-26.996479
46.223194,15.226776
-23.228611,-51.71149
-35.146027,80.46871
93.96901,-9.261421
58.669838,48.837322
17.768425,48.296936
58.966923,8.451245
-34.207016,68.93214
58.86425,59.81604
-16.73328,-64.643234
-82.25411,41.270004
71.90248,7.0081353
-7.3751993,-6.3196073
68.67086,-39.61668
50.236702,-35.876377
30.75465,-23.32266
-62.9255,44.79244
31.534206,86.35645
85.96694,-11.221814
48.360218,9.658741
92.63526,-7.2395334
-41.869682,-2.2943285
22.926336,74.13194
-9.7081995,-81.246704
41.204227,-58.9553
13.947369,18.219917
-90.21318,-4.0516367
72.73169,-33.917133
76.364525,-33.52298
-22.28476,22.004242
-11.936087,-90.82585
-13.138921,-34.542084
-66.951614,16.597698
27.336634,35.99671
-85.56637,-5.09104
-29.253141,52.377666
-46.63505,-42.740654
66.62354,4.1317234
-26.266924,63.440777
-11.553331,26.230293
5.4056163,0.71067554
-40.14969,-64.79438
25.995186,57.75259
44.44617,-10.393487
-42.88088,-66.309875
89.58586,-14.309945
67.273766,-9.905788
-73.27375,1.2136415
24.346186,-61.877888
-1.0916768,-36.1294
-28.13688,-47.896255
65.66903,50.807117
-19.553436,-23.240618
-16.625257,59.209534
-37.64617,37.6221
-11.164298,-23.862753
-19.222565,53.240696
76.261925,-38.093826
12.93373,-59.74019
2.722823,24.33285
3.0191526,-93.942795
-17.34856,86.14182
92.99066,-4.7856793
-45.03414,-54.773487
-11.918182,-0.97196573
62.66935,-9.926047
-5.4169445,-72.83936
-39.162796,-50.1033
-13.425232,59.070133
73.19187,-39.31327
-16.904371,87.13074
-77.2622,44.725758
-5.8978367,23.14243
-8.6726885,74.60127
19.683632,-10.684967
-43.123108,-66.408
68.409004,-39.266953
-2.9499834,24.784851
1.3561954,40.845455
4.5248723,18.187384
-17.633743,-88.8855
-90.05037,-6.1252303
61.501587,60.967068
14.169527,1.6279494
-10.548062,40.78994
52.709877,64.222336
-3.46925,3.3624547
21.848003,74.1149
-7.1739364,-21.203709
-4.6503034,-72.8141
-1.6055517,-25.3368
4.796415,-49.676376
-33.986507,48.273426
-9.880866,-100.7695
1.022041,41.154297
-14.583675,-37.210976
33.582592,-3.2501519
-0.20688947,41.652637
58.354305,39.73334
-77.460846,47.59844
11.52508,30.963848
48.981384,63.33545
-13.959275,65.30916
17.813074,78.214294
3.2943702,23.372507
54.73298,48.271847
55.03191,44.597782
-24.902264,-19.34859
-78.395775,25.349325
59.16045,65.2755
17.390032,11.088521
29.904799,-2.886734
71.980774,52.947796
-38.972904,-45.97135
48.707073,-36.966446
-11.418208,55.3862
26.574018,92.344925
-35.467323,-42.376854
45.37453,0.02744757
-18.296734,61.313072
30.963959,10.954052
-36.974518,89.98108
65.512505,62.25157
-40.669098,-58.708607
15.822441,-67.15018
52.28073,0.02967026
-12.820574,-1.6494645
-7.8740683,-18.823566
-0.068466775,-96.166115
2.4265714,-96.273056
44.223713,-30.554796
-45.58889,-13.972435
-56.737503,40.340347
42.984875,3.84672
-2.0220582,-97.52013
-58.78068,-2.18328
18.046104,80.541245
101.938644,-9.1783495
11.0769615,-41.143826
11.294038,-80.61334
88.66254,-14.751494
32.20789,-24.812157
8.507027,15.203769
35.636784,-53.435493
15.08475,18.53941
4.298535,65.88343
-13.532739,38.5085
-8.875326,75.42558
27.99597,57.587364
-12.5114,-99.84454
-17.199205,58.183197
19.919716,-9.03047
40.112606,-67.58428
35.22694,-53.621
-25.639399,-62.62369
26.570143,32.83777
-7.9833817,-24.881495
-30.16786,83.90714
-52.773045,37.419247
-5.518905,65.86494
27.716785,62.370792
59.019985,59.621185
-72.30858,30.361418
30.964869,89.52725
77.48711,-29.13203
-21.212507,82.00424
11.36175,-1.5579916
-88.93724,-11.305195
-49.9819,-13.047306
-30.520273,83.90005
-20.409315,20.934202
28.695993,34.089806
12.914605,-69.748985
49.233246,7.890478
-8.651635,-32.325
13.086055,16.052626
-39.30016,72.56127
-7.447138,64.818596
3.434088,70.03219
-13.969612,-22.019815
104.265785,-5.65766
71.500854,4.616735
7.5947776,-0.9937628
72.33254,51.14878
72.610916,52.530613
-64.86193,-10.58688
-5.813331,-88.81226
52.527023,53.174904
-6.538953,-88.7052
47.951714,7.99803
-8.687893,28.104488
21.06852,71.59473
-42.28407,-66.03133
0.67644465,-35.512028
-53.54841,-14.387872
-24.026169,45.38536
57.28667,-63.12442
-62.04128,51.230007
-68.52612,46.53552
-19.921978,-14.947634
-13.07403,57.92404
28.610949,32.21155
50.417637,15.114801
30.550663,-23.798643
29.340208,10.629412
-43.481186,30.507956
65.50144,-4.390388
76.09209,-37.40744
-3.2379725,-73.19594
8.371046,-61.245663
30.433353,-37.06331
-14.05247,-61.70735
-50.01771,-11.950683
1.253425,-87.16181
-21.844273,26.78977
98.88924,-2.6602201
-8.338314,29.47494
-39.293064,-61.35751
-79.59789,28.298431
24.614435,-42.404938
55.407066,9.500484
-20.964539,-63.888565
-18.459362,-33.12032
60.986668,-65.63731
-0.2103891,40.66746
-33.032616,7.3777604
-5.641105,30.284414
71.914894,54.160824
40.192684,18.28756
-38.96066,66.15667
-68.173256,-14.543219
-6.9678307,2.0113633
8.865749,-80.662094
-74.57186,35.5226
62.79254,-54.694134
-6.895273,-81.46687
-65.9137,7.1141157
-44.045284,-12.38703
-44.55618,-5.3089843
-39.099384,73.63704
-47.65455,60.515537
32.533527,-42.316875
36.151066,-35.286526
-42.3797,6.770397
-37.62149,37.65452
-33.49322,-36.05596
-13.427181,-60.287502
-39.273895,-61.31525
0.7006555,-80.7366
-2.5194082,58.826954
15.514848,29.78326
-9.491235,25.93222
-8.539689,-78.24752
57.145817,-63.12437
-40.644627,11.905667
-39.202114,67.354836
-0.22001702,-15.272329
18.403862,13.925454
16.89066,9.74858
-49.824097,-54.011154
35.82921,39.839252
-13.740224,64.967285
33.13077,-57.15069
-6.420457,74.240005
42.3028,20.210644
5.982511,-68.30951
-5.6607437,2.623308
-40.617493,11.873246
67.7323,48.855396
70.23479,20.861101
-18.916258,-24.180387
72.19536,53.756035
6.8011265,-55.698612
-10.0068,25.856037
41.15861,-62.049397
-44.272816,-14.030149
-0.6367322,-2.8885717
-9.699335,39.2702
15.4762945,-66.33007
98.793274,-7.17372
-57.264168,7.2547107
-10.796125,-49.777264
-45.035015,33.507713
-11.708515,86.216064
-59.925632,-6.1679945
-37.451763,47.65066
-74.91407,27.969051
-34.322662,67.83026
-28.014912,51.845737
60.69917,-6.7274923
58.85923,11.658129
51.39886,62.749016
103.41,-10.723767
36.66845,38.172813
52.968506,68.31509
-71.743195,43.888363
-0.7098513,39.80645
-23.295456,-25.990948
-22.861364,7.6752076
88.200745,-10.639389
-31.218672,70.307274
-42.494648,-13.550113
-20.856539,-46.675735
-35.324184,-34.920147
-18.903585,54.713734
-63.090847,45.479702
-82.98843,-8.418622
15.429318,18.570662
-19.403578,52.851383
28.382738,7.7976804
-59.3373,39.870686
-16.994448,52.118362
48.912506,-31.776653
-3.1359117,-98.045204
0.8182166,-95.58041
-52.67946,-33.423378
-60.80301,-40.099796
-72.17469,-9.325826
14.069731,-0.96397275
-28.174374,-14.319191
-36.658607,-52.092773
-30.520323,-68.21865
-3.972806,-88.843445
96.94307,-9.704731
-5.541276,-80.31641
35.690083,39.988808
16.329716,-11.380928
55.689384,71.29781
34.05433,2.0764701
7.5900254,-2.7951193
-45.458,58.04303
-2.5188649,2.6402435
69.24982,20.4558
-65.085045,51.160915
-8.92421,27.70968
49.943916,-0.8059008
-19.979244,11.11133
61.2668,13.583634
3.3987336,-49.089085
94.360435,-1.380585
58.89757,17.942116
96.02156,-8.804033
-23.034006,26.333311
-6.7522087,-99.55531
-29.444817,-43.62468
18.565414,-42.53363
-2.766441,82.837494
-30.467344,64.45403
0.17912918,-4.0374746
-3.3568935,26.795063
-5.145299,4.2594976
32.353462,40.75492
18.165842,46.74295
-2.9541643,-14.767705
31.321657,-21.64828
86.98518,-12.437747
-7.1002207,-30.43595
-87.85389,-7.161822
-11.521319,35.490986
-5.301909,-81.65199
-58.991924,-48.78116
1.3067627,-95.358055
26.806887,57.82349
11.7658415,26.155891
11.864318,12.223495
-27.340712,-46.165108
-5.8113894,20.28395
-12.82529,-57.427246
30.946358,-38.855377
55.62184,46.598667
-81.84743,31.01145
35.895805,-3.5765667
-5.797086,-21.954676
28.90654,-24.48416
-54.221565,38.799446
-68.86013,47.208748
-3.4593248,3.3247952
-56.98121,17.103329
97.17397,-14.754887
-9.198729,26.724747
0.81063193,59.22925
-38.24118,72.71756
-47.9654,-13.207713
-10.994526,71.81118
67.79016,6.651226
-19.972496,56.0059
-16.245708,-37.014977
55.491108,49.259945
11.97899,12.4946
59.94055,72.17533
-39.54743,68.810555
-8.504055,37.05805
56.26018,4.450141
-28.564064,-47.751694
-7.968502,-26.80129
4.5121117,17.858046
-6.636076,16.449125
26.638054,91.44736
46.1606,-8.431171
20.894789,-72.82373
20.603317,-12.44248
42.4645,-8.317619
2.8890855,67.925285
-58.269825,39.712727
32.512962,-42.004288
38.04376,-41.415516
32.266457,-65.04138
-15.858861,-34.15615
20.876495,-56.055855
3.9665053,-51.017986
-10.934222,29.642906
-15.429033,-64.50697
-19.71602,-27.824213
-86.23055,-10.196711
37.990185,49.686077
92.324745,-3.673623
12.182729,15.202703
68.59691,-39.22851
72.621765,15.3953
62.48013,-11.308049
98.31196,-4.292626
72.04434,-33.83456
27.20282,32.30615
37.068584,-59.420914
-1.3033721,-89.00821
-47.37564,-2.2840352
-90.23959,-4.0350447
-5.9765024,17.463825
75.770195,15.298499
95.32312,1.5693542
69.60656,53.666157
-9.68876,39.115147
-2.7901685,24.777695
-59.040016,-1.3170923
-6.353942,2.6594715
102.9994,-10.250967
-19.476776,-28.650894
71.22288,19.377686
-20.708876,79.26128
65.02586,-7.453397
11.318021,32.580723
-31.848766,43.1968
-38.60593,-38.20509
-66.841896,-18.102308
-25.100233,-17.062122
-6.24879,-59.228268
-81.195656,41.063446
29.666811,-22.578112
-30.552904,42.25792
2.9568229,6.657295
-19.621815,-10.445579
-0.13751374,76.46978
45.962303,14.87726
6.971453,-83.511444
-17.671412,16.839607
-29.059595,-26.004238
88.642624,-14.768026
5.730948,29.107468
62.257187,-10.823357
69.17753,-28.890722
68.17328,53.18313
59.09443,72.24885
-75.32318,0.86191285
-80.70159,44.7647
100.19447,-12.314356
-19.812956,25.82701
-62.0598,34.148766
-90.76354,-12.084077
47.156754,-29.617792
-51.915485,-37.29638
23.176716,-12.640555
-15.916006,77.169174
5.2627068,-56.321766
51.889313,-6.029345
-9.703231,-100.30182
-52.96587,54.96564
34.554573,48.839428
-50.64611,-44.018692
8.192479,24.924767
-0.9104341,39.58061
-3.4095347,-4.6791677
38.88062,-43.553555
-66.25994,53.334137
-0.18486026,58.5695
24.457455,-37.050682
94.88559,-10.550014
67.9121,50.551266
-84.43478,6.7716923
-34.98325,-53.061787
-51.97382,60.281868
54.769547,39.278736
94.215614,-5.426516
-70.68792,27.41333
4.7653594,11.248496
16.891056,-66.51633
-21.220024,-32.089256
6.289185,33.742107
94.38028,-13.11911
-80.41064,9.133701
-23.315676,48.666115
-59.86965,-5.8126116
71.914635,19.892998
32.614105,-57.87948
73.600746,49.51053
3.1705554,-55.018543
-45.574028,33.0352
-26.945454,90.99982
67.27043,-9.903855
27.361753,63.018936
89.38363,0.7945109
29.048267,-66.48906
0.39224502,-98.06988
-26.954544,65.15657
17.740238,48.65971
59.91917,72.06267
-11.441726,-0.63528216
5.535095,30.28169
-13.502497,7.240534
-12.195216,79.177635
44.670464,-31.470085
76.362656,-33.52791
-36.36616,-58.080235
67.025375,63.908493
2.9699805,-34.253628
49.276165,-8.761241
-50.741863,-44.042675
-44.574608,-64.943085
6.589501,-54.732124
56.23092,42.24143
7.0579996,-51.71604
12.989713,31.960396
-30.473051,61.490013
38.813183,48.291367
-5.4292793,66.09788
-45.758244,5.516831
-13.964085,-61.726887
-15.043364,13.951652
39.05589,-43.498566
-42.929375,-40.14312
-17.336416,-10.712727
-77.58568,-0.16250487
-72.55133,1.1400555
94.98935,-8.528089
-36.242184,45.36227
73.32512,51.453304
-5.6003737,23.308033
57.54651,-63.35238
72.593445,47.299446
-45.94874,60.595272
44.668804,12.984529
-78.19061,-13.105632
-57.835865,8.869676
43.236164,12.456118
72.57592,46.617332
-47.740993,47.59147
73.23732,51.876694
-85.57219,4.8695903
-62.351906,-3.7627277
89.857506,1.7843342
34.866383,54.334274
1.7004734,-36.39002
-50.55649,-38.797615
13.112572,16.400682
-10.726564,-104.29932
-10.46964,1.5403019
-52.429813,-33.416317
73.79063,-34.073555
-16.177002,34.011566
-29.143301,-26.026258
73.21927,47.636383
72.75839,50.22297
-77.66727,-15.48895
25.2831,-74.1913
-65.727196,-13.795652
35.4881,34.72885
59.4502,12.156491
18.89746,-83.654236
-5.3657866,74.19175
-7.820866,-99.922134
-24.281317,20.48359
-34.943775,-32.523155
-54.59048,-11.318816
70.838356,21.224888
-8.194352,30.345722
-1.6944356,80.59376
-25.041115,-34.337933
29.35503,48.464832
-8.742121,2.5335107
-13.830354,65.134224
13.966864,-44.937984
-44.684395,5.4191394
49.27952,14.557864
5.9523582,-81.05125
-8.75873,37.193176
31.740158,9.099941
-52.24343,50.977413
3.3373556,19.746233
42.65284,-28.159845
-37.975792,33.443325
90.25437,-8.102163
-55.554585,27.258453
-38.173965,7.9858537
46.28583,2.590616
41.114876,-64.75125
-18.67895,12.531281
31.824446,34.01237
-30.056246,90.59787
59.991608,-59.887127
34.77209,46.15604
-65.652214,-9.393146
-34.16061,-61.275948
1.467748,-35.681538
-35.893818,44.9912
1.9687201,17.497473
-3.3666935,26.778255
10.179333,-63.19927
-64.61557,46.40341
12.194732,14.604033
8.516826,4.1948543
-10.92058,-104.32086
3.2269301,-40.30079
30.118662,-25.635834
-64.97408,-10.930243
100.36367,-12.47694
-53.885998,-15.088772
73.86648,10.042666
4.8774905,32.08534
-17.940866,33.967632
85.06506,-2.9971688
-42.307796,0.29911175
44.96075,-4.363796
-25.976883,8.453108
53.936157,69.239426
10.319212,31.01875
18.33993,-44.140327
33.617878,5.13855
43.05472,-6.7477703
-18.830475,-89.40828
-10.2524185,35.530106
-72.311905,-9.092272
-45.74847,60.86998
31.001709,-38.93127
-13.306114,-30.311161
-27.836521,-14.096079
58.17724,53.8238
-71.72577,20.309525
-44.05237,-14.1427
58.905476,17.88596
-24.383785,-28.914522
-2.7357197,-16.325129
95.2461,1.5376978
-54.587845,-46.930855
57.495705,-59.602547
-71.43348,-10.050637
-82.65967,-3.3877063
-48.72775,-1.8060902
-2.437432,-73.407104
-66.27307,-13.404152
-62.487072,51.170048
13.076406,16.38326
-3.2640042,-6.113651
-10.5335045,-79.68637
8.526451,4.1821322
-7.123934,-30.416311
-31.652851,15.740489
-2.6871343,63.753586
-28.237823,-14.291602
-15.832604,21.749311
-20.708855,10.166872
-13.694739,-61.135487
36.304924,-39.16787
19.428072,-32.635906
-60.534405,-9.61652
-82.78107,43.993183
25.83043,-87.9219
-27.854322,51.911987
36.864178,48.57161
-51.42461,-43.9802
-67.38963,-17.802832
3.7951384,23.268602
13.998406,-59.422146
-42.548717,-40.19262
-38.962467,-50.163143
33.804707,-56.47978
-6.183128,13.497686
6.4585023,-36.68636
26.551802,-6.6792974
100.66841,-12.906604
25.630884,40.840263
-27.754414,45.286556
82.73892,-4.907763
-79.08181,25.636703
-50.353905,-37.734524
-6.646511,3.691653
-75.870346,33.288784
-11.879381,-25.583517
33.775764,49.546227
-87.873474,-10.484511
43.101105,-28.861757
101.67539,-8.8355055
-56.541656,-60.608932
2.2108793,-94.22863
-82.39082,44.24606
-7.0042386,-21.541264
-52.077137,55.783703
28.316273,34.289963
-10.5640745,-101.80861
43.30858,13.588154
17.176813,-74.39448
30.960314,-38.884155
57.15393,13.360683
17.855217,-85.28113
-13.958554,21.1253
47.473217,0.26163954
39.40402,-2.5823894
-19.343489,18.422987
-22.554798,27.244755
26.800539,-29.088799
-33.499508,-47.26336
8.566386,3.0902712
-27.854803,64.549736
44.2435,-35.097515
-1.623394,-27.969242
-65.71071,-13.263202
-0.13917103,76.474754
-21.94022,25.828974
92.66133,-11.235885
-9.709776,-49.89998
39.736908,-57.98734
76.30039,-39.153652
-53.49239,-40.4902
-72.17434,18.371326
68.40176,16.780544
18.660763,80.52838
7.150377,24.926962
56.710648,-65.48591
-73.983826,34.38894
41.40023,43.710842
-89.743774,-10.890742
-57.606804,39.96799
-18.198732,60.181946
-39.758793,8.342249
-33.317867,-68.10404
28.506248,-88.91006
18.751078,15.627658
-36.454132,42.011726
-48.289486,0.7107605
-4.48519,74.33328
-11.521607,85.93904
-50.170967,-33.88203
-34.276676,19.23183
-37.539467,47.615486
-2.5256252,82.19487
-8.236966,-79.82381
12.314701,-20.69914
99.71986,-0.7339849
13.77037,33.414455
28.8706,42.81804
22.09088,-38.24186
92.73065,-2.9166996
37.411266,-58.771996
49.125298,16.378597
-44.28503,-14.302733
45.664753,-32.83971
-34.160828,81.14772
87.852684,-11.917633
-66.895424,33.74222
24.90807,35.97107
-22.797844,-59.278286
28.838102,-88.628395
19.329092,-33.89355
-65.004974,41.561737
-59.34017,2.6271284
73.576775,15.889204
-82.40118,8.970765
35.266197,-52.81335
29.910732,-25.485043
-36.428215,65.19784
-18.3831,89.99117
0.60005075,41.43377
61.69475,-54.16322
82.64123,-5.7099667
5.2942796,31.428278
30.635132,-31.015211
7.0083876,-69.80191
99.25354,-7.2675495
-51.71215,-45.259293
10.312337,-59.0182
61.346664,13.612296
-47.274006,-62.056316
11.561228,-1.3001084
-28.076345,80.25132
-0.20658676,70.53819
17.885141,75.6569
-27.978739,90.896194
-21.444275,-15.944204
-57.98101,-13.412758
92.381256,-10.029386
3.0813193,68.40927
-5.5532374,-52.109806
95.5085,-10.7375765
55.965855,42.391308
-12.015345,-1.1395255
-26.95555,-61.529514
63.142204,52.853638
-43.515476,7.4978094
-33.506653,89.77907
-30.817247,82.60637
41.204758,47.321583
-52.75383,55.016438
-8.106388,73.52357
-27.407215,84.099846
70.75272,-33.726963
-11.08599,-58.45753
15.376728,-84.56064
-37.34543,-61.87441
-80.403725,8.765032
-33.35118,17.749691
67.78372,-10.594431
-5.8758616,-30.40713
-35.431267,-61.14796
99.93894,-0.0370968
-29.127125,90.90829
-8.084594,-97.02063
-24.64759,-29.011477
-25.702192,-33.338253
-60.80207,26.021515
18.278217,46.03771
18.689157,-86.55026
0.48984066,14.959357
4.147705,-67.600685
13.734891,-43.750893
-28.408484,30.773216
24.432932,-37.01254
29.711483,6.8758717
